,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
55,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,546.49,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2113.21,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
56,2059.23,2088.63,2115.7,2159.48,2411.65,inf,1719.1299999999999,1925.08,1993.8999999999999,inf,inf,inf,inf,2708.6,2725.47,2843.8799999999997,2733.0499999999997,2750.4199999999996,2789.7999999999997,inf,inf,inf,inf,inf,inf,inf,2764.22,2831.3399999999997,inf,inf,inf,inf,inf,2977.79,1299.6299999999999,810.5500000000001,1108.44,936.62,inf,inf,inf,inf,1238.6599999999999,1074.0,inf,1701.7199999999998,1514.87,1487.32,inf,inf,inf,inf,inf,inf,inf,inf,0.0,212.1,2530.92,2741.02,inf,inf,2564.1899999999996,2829.79,inf,2235.3199999999997,inf,1942.9999999999998,2143.34,inf,inf,inf,1724.5099999999998,1542.4499999999998,1583.7799999999997,1652.6599999999999,1751.36,1466.6799999999998,1463.1899999999998,inf,inf,inf,2464.47,inf,1673.34
57,1847.13,1876.53,1903.6,1947.38,2199.55,inf,1507.03,1712.98,1781.8,inf,inf,inf,inf,2496.5,2513.37,2631.7799999999997,2520.95,2538.3199999999997,2577.7,inf,inf,inf,inf,inf,inf,inf,2552.12,2619.24,inf,inf,inf,inf,inf,2765.69,1087.53,598.45,896.34,724.52,inf,inf,inf,inf,1026.56,861.9,inf,1489.62,1302.77,1275.22,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,2318.82,2528.92,inf,inf,2352.09,2617.6899999999996,inf,2023.2199999999998,inf,1730.8999999999999,1931.24,inf,inf,inf,1512.4099999999999,1330.35,1371.6799999999998,1440.56,1539.26,1254.58,1251.09,inf,inf,inf,2252.37,inf,1461.24
58,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,210.1,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
59,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
60,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
61,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2277.9300000000003,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3844.65,1394.46,1731.44,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
62,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,265.6,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
63,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
64,2402.17,2431.5699999999997,2458.6400000000003,2502.42,2754.59,inf,2307.52,2513.47,2582.29,inf,inf,inf,inf,3296.99,3313.8599999999997,3432.2699999999995,3321.4399999999996,3338.8099999999995,3378.1899999999996,inf,inf,inf,inf,inf,inf,inf,3352.6099999999997,3419.7299999999996,inf,inf,inf,inf,inf,3320.73,1888.02,inf,1451.38,1525.01,695.3699999999999,748.0999999999999,733.1399999999999,inf,1827.05,1662.3899999999999,inf,1474.51,1287.66,1260.1100000000001,393.66999999999996,472.67999999999995,506.58,360.21,inf,inf,inf,inf,inf,inf,2303.71,2513.8100000000004,inf,inf,2336.98,2602.58,0.0,2008.1100000000001,593.02,1715.79,1916.13,inf,743.0799999999999,879.1899999999999,1497.3,1315.24,1136.1399999999999,1205.02,1303.72,1239.47,2051.58,inf,inf,inf,3052.8599999999997,inf,1225.7
65,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,328.87,594.47,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
66,1809.15,1838.55,1865.6200000000001,1909.4,2161.57,inf,1714.5,1920.4499999999998,1989.27,inf,inf,inf,inf,2703.9700000000003,2720.84,2839.25,2728.42,2745.79,2785.17,inf,inf,inf,inf,inf,inf,inf,2759.59,2826.71,inf,inf,inf,inf,inf,2727.71,1295.0,inf,858.36,931.99,inf,inf,inf,inf,1234.03,1069.37,inf,881.49,694.64,667.0899999999999,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1710.69,1920.79,inf,inf,1743.96,2009.56,inf,1415.09,0.0,1122.77,1323.1100000000001,inf,150.06,286.17,904.28,722.2199999999999,543.12,612.0,710.7,646.4499999999999,1458.56,inf,inf,inf,2459.84,inf,632.68
67,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,621.19,886.79,inf,292.32,inf,0.0,200.34,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
68,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
69,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,616.4100000000001,882.01,inf,287.54,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
70,1659.0900000000001,1688.4899999999998,1715.56,1759.3400000000001,2011.5100000000002,inf,1564.44,1770.3899999999999,1839.21,inf,inf,inf,inf,2553.91,2570.7799999999997,2689.1899999999996,2578.3599999999997,2595.7299999999996,2635.1099999999997,inf,inf,inf,inf,inf,inf,inf,2609.5299999999997,2676.6499999999996,inf,inf,inf,inf,inf,2577.65,1144.94,inf,708.3,781.93,inf,inf,inf,inf,1083.9699999999998,919.31,inf,731.4300000000001,544.5799999999999,517.03,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1560.63,1770.73,inf,inf,1593.9,1859.5,inf,1265.03,inf,972.71,1173.0500000000002,inf,0.0,136.11,754.22,572.16,393.06,461.94,560.64,496.39,1308.5,inf,inf,inf,2309.7799999999997,inf,482.62
71,1522.98,1552.3799999999999,1579.45,1623.23,1875.4,inf,1428.33,1634.2799999999997,1703.1,inf,inf,inf,inf,2417.8,2434.67,2553.08,2442.25,2459.62,2499.0,inf,inf,inf,inf,inf,inf,inf,2473.42,2540.54,inf,inf,inf,inf,inf,2441.54,1008.8299999999999,inf,572.1899999999999,645.8199999999999,inf,inf,inf,inf,947.8599999999999,783.1999999999999,inf,595.3199999999999,408.46999999999997,380.91999999999996,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1424.5200000000002,1634.6200000000001,inf,inf,1457.79,1723.3899999999999,inf,1128.92,inf,836.5999999999999,1036.94,inf,inf,0.0,618.1099999999999,436.04999999999995,256.95,325.83,424.53,360.28,1172.3899999999999,inf,inf,inf,2173.67,inf,346.51
72,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,839.6800000000001,1105.28,inf,510.81,inf,218.49,418.83000000000004,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
73,1307.3600000000001,1336.76,1363.8300000000002,1407.6100000000001,1659.7800000000002,inf,1212.7099999999998,1418.6599999999999,1487.48,inf,inf,inf,inf,2202.18,2219.0499999999997,2337.4599999999996,2226.6299999999997,2243.9999999999995,2283.3799999999997,inf,inf,inf,inf,inf,inf,inf,2257.7999999999997,2324.9199999999996,inf,inf,inf,inf,inf,2225.92,793.2099999999999,inf,356.57,430.2,inf,inf,inf,inf,732.2399999999999,567.5799999999999,inf,379.70000000000005,192.84999999999997,165.29999999999998,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1208.9,1419.0,inf,inf,1021.74,1287.34,inf,692.87,inf,400.55,600.8900000000001,inf,inf,inf,182.06,0.0,41.33,110.21,208.91,144.66,956.7699999999999,inf,inf,inf,1958.0499999999997,inf,130.89
74,1266.03,1295.4299999999998,1322.5,1366.28,1618.45,inf,1171.3799999999999,1377.33,1446.1499999999999,inf,inf,inf,inf,2160.85,2177.72,2296.1299999999997,2185.2999999999997,2202.6699999999996,2242.0499999999997,inf,inf,inf,inf,inf,inf,inf,2216.47,2283.5899999999997,inf,inf,inf,inf,inf,2184.59,751.8799999999999,inf,315.24,388.87,inf,inf,inf,inf,690.9099999999999,526.25,inf,338.37,151.51999999999998,123.97,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1167.5700000000002,1377.67,inf,inf,1200.84,1466.4399999999998,inf,871.97,inf,579.65,779.99,inf,inf,inf,361.15999999999997,179.1,0.0,68.88,167.57999999999998,103.33,915.4399999999998,inf,inf,inf,1916.7199999999998,inf,89.56
75,1197.15,1226.55,1253.6200000000001,1297.4,1549.5700000000002,inf,1102.5,1308.4499999999998,1377.27,inf,inf,inf,inf,2091.97,2108.84,2227.25,2116.42,2133.79,2173.17,inf,inf,inf,inf,inf,inf,inf,2147.59,2214.71,inf,inf,inf,inf,inf,2115.71,683.0,inf,246.36,319.99,inf,inf,inf,inf,622.03,457.36999999999995,inf,269.49,82.63999999999999,55.089999999999996,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1098.6900000000003,1308.7900000000002,inf,inf,1131.96,1397.56,inf,803.0899999999999,inf,510.77,711.11,inf,inf,inf,292.28,110.22,151.55,0.0,98.7,34.45,846.56,inf,inf,inf,1847.84,inf,20.68
76,1098.45,1127.85,1154.92,1198.7,1450.8700000000001,inf,1003.8,1209.75,1278.57,inf,inf,inf,inf,1993.27,2010.1399999999999,2128.5499999999997,2017.7199999999998,2035.09,2074.47,inf,inf,inf,inf,inf,inf,inf,2048.89,2116.0099999999998,inf,inf,inf,inf,inf,2017.01,584.3,inf,147.66,221.29,inf,inf,inf,inf,523.3299999999999,358.66999999999996,inf,986.3899999999999,799.54,771.9899999999999,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1815.5900000000001,2025.69,inf,inf,1848.86,2114.46,inf,1519.9899999999998,inf,1227.6699999999998,1428.01,inf,inf,inf,1009.1799999999998,827.1199999999999,868.4499999999999,937.3299999999999,0.0,751.3499999999999,747.8599999999999,inf,inf,inf,1749.1399999999999,inf,958.0099999999999
77,1383.13,1412.53,1439.6000000000001,1483.38,1735.5500000000002,inf,1288.48,1494.4299999999998,1563.25,inf,inf,inf,inf,2277.95,2294.8199999999997,2413.23,2302.4,2319.77,2359.15,inf,inf,inf,inf,inf,inf,inf,2333.5699999999997,2400.69,inf,inf,inf,inf,inf,2301.69,868.98,inf,432.34000000000003,505.97,inf,inf,inf,inf,808.01,643.3499999999999,inf,235.04000000000002,48.19,20.64,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1064.2400000000002,1274.3400000000001,inf,inf,1097.51,1363.11,inf,768.64,inf,476.32,676.6600000000001,inf,inf,inf,257.83,75.77,117.1,185.98,284.68,0.0,1032.54,inf,inf,inf,2033.82,inf,206.66
78,inf,inf,inf,inf,inf,inf,255.94,461.89,530.71,inf,inf,inf,inf,1245.4099999999999,1262.28,1380.69,1269.86,1287.23,1326.61,inf,inf,inf,inf,inf,inf,inf,1301.03,1368.15,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,1001.28,inf,inf
79,2122.8100000000004,2152.21,2179.28,2223.0600000000004,2475.2300000000005,inf,2028.16,2234.11,2302.9300000000003,inf,inf,inf,inf,3017.63,3034.5,3152.91,3042.08,3059.45,3098.83,inf,inf,inf,inf,inf,inf,inf,3073.25,3140.37,inf,inf,inf,inf,inf,3041.37,1608.66,inf,1172.0200000000002,1245.65,inf,inf,inf,inf,1547.69,1383.0300000000002,480.64,656.94,787.87,980.75,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1486.14,1696.24,inf,inf,1837.19,2102.79,inf,1508.3200000000002,inf,1216.0,1416.3400000000001,inf,inf,inf,997.51,815.45,856.7800000000001,925.6600000000001,1024.3600000000001,960.11,1772.22,0.0,129.04,inf,2773.5,inf,946.34
80,1993.7700000000002,2023.17,2050.2400000000002,2094.0200000000004,2346.1900000000005,inf,1899.1200000000001,2105.07,2173.8900000000003,inf,inf,inf,inf,2888.59,2905.46,3023.87,2913.04,2930.41,2969.79,inf,inf,inf,inf,inf,inf,inf,2944.21,3011.33,inf,inf,inf,inf,inf,2912.33,1479.6200000000001,inf,1042.9800000000002,1116.6100000000001,inf,inf,inf,inf,1418.65,1253.9900000000002,351.6,527.9000000000001,658.83,851.71,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1357.1000000000001,1567.2,inf,inf,1708.15,1973.75,inf,1379.2800000000002,inf,1086.96,1287.3000000000002,inf,inf,inf,868.47,686.4100000000001,727.7400000000001,796.6200000000001,895.3200000000002,831.07,1643.18,inf,0.0,inf,2644.46,inf,817.3000000000001
81,2806.83,2836.23,2863.3,2907.0800000000004,3159.2500000000005,inf,2712.1800000000003,2918.13,2986.9500000000003,inf,342.92,296.66,364.02000000000004,3701.65,3718.52,3836.93,3726.1,3743.47,3782.85,inf,inf,inf,inf,inf,inf,inf,3757.27,3824.39,inf,inf,inf,inf,inf,3725.39,2292.6800000000003,inf,1856.0400000000002,1929.67,inf,inf,inf,inf,2231.71,2067.05,1164.6599999999999,1340.96,1471.8899999999999,1664.77,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2170.16,2380.26,inf,inf,2521.21,2786.81,inf,2192.34,inf,1900.02,2100.36,inf,inf,inf,1681.53,1499.47,1540.8000000000002,1609.68,1708.38,1644.13,2456.24,684.02,813.06,0.0,3457.52,inf,1630.3600000000001
82,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,244.13,261.0,379.40999999999997,268.58,285.95,325.33,inf,inf,inf,inf,inf,inf,inf,299.75,366.87,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf
83,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf
84,1396.9,1426.3,1453.3700000000001,1497.15,1749.3200000000002,inf,1302.25,1508.1999999999998,1577.02,inf,inf,inf,inf,2291.72,2308.59,2427.0,2316.17,2333.54,2372.92,inf,inf,inf,inf,inf,inf,inf,2347.34,2414.46,inf,inf,inf,inf,inf,2315.46,882.75,inf,446.11,519.74,inf,inf,inf,inf,821.78,657.1199999999999,inf,248.81000000000003,61.959999999999994,34.41,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1078.0100000000002,1288.1100000000001,inf,inf,1111.28,1376.8799999999999,inf,782.41,inf,490.09,690.4300000000001,inf,inf,inf,271.59999999999997,89.53999999999999,130.87,199.75,298.45,13.77,1046.31,inf,inf,inf,2047.59,inf,0.0
